Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ad_numt;ad_numl;rc_clacul;ad_k604;ad_k605;ad_k606;ad_k607;ad_k609;ad_k610;ad_k611;ad_k612;ad_k614;ad_autoconsumo;ad_clavecu;ad_prod;ventas;ad_tn;fact_exp_fin
02016002000230004;BOLÍVAR;02;00023;0004;1;4;TORONJA;10;30;UNIDAD;,6;FRUTA FRESCA; ; ; ; ;30;TORONJA;,00818181818181818; ;TOTAL NACIONAL;12,586130429082
02016002000230004;BOLÍVAR;02;00023;0004;1;5;NARANJA;10;40;QUINTAL;100;FRUTA FRESCA;39;QUINTAL;100;FRUTA FRESCA;1;NARANJA;1,81818181818182;1,77272727272727;TOTAL NACIONAL;12,586130429082
02016002000230005;BOLÍVAR;02;00023;0005;1;1;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;25,9155033334252
02016002000230006;BOLÍVAR;02;00023;0006;1;1;PLATANO;42;42;RACIMO;30;FRUTA FRESCA; ; ; ; ;42;PLATANO;,572727272727273; ;TOTAL NACIONAL;18,2923019288197
02016002000230009;BOLÍVAR;02;00023;0009;1;1;MANGO;2;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANGO;,0272727272727273; ;TOTAL NACIONAL;29,0735752963584
02016002000230009;BOLÍVAR;02;00023;0009;1;2;ZAPOTE;2;500;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;500;ZAPOTE;,113636363636364; ;TOTAL NACIONAL;29,0735752963584
02016002000230009;BOLÍVAR;02;00023;0009;1;3;LIMON;2;1000;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;1000;LIMON;,0136363636363636; ;TOTAL NACIONAL;29,0735752963584
02016002000230009;BOLÍVAR;02;00023;0009;1;4;AGUACATE;1;100;UNIDAD;,4;FRUTA FRESCA; ; ; ; ;100;AGUACATE;,0181818181818182; ;TOTAL NACIONAL;29,0735752963584
02075002000580001;BOLÍVAR;02;00058;0001;1;1;NARANJA;100;16000;UNIDAD;,33;FRUTA FRESCA;15000;UNIDAD;,33;FRUTA FRESCA;1000;NARANJA;2,4;2,25;TOTAL NACIONAL;30,7866684072709
02075002000580004;BOLÍVAR;02;00058;0004;1;1;PLATANO;50;50;RACIMO;30;FRUTA FRESCA;40;RACIMO;30;FRUTA FRESCA;10;PLATANO;,681818181818182;,545454545454545;TOTAL NACIONAL;18,9523611249622
02075002000580004;BOLÍVAR;02;00058;0004;1;2;NARANJA;10;3000;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;3000;NARANJA;,45; ;TOTAL NACIONAL;18,9523611249622
02075002000580005;BOLÍVAR;02;00058;0005;1;1;PLATANO;40;40;RACIMO;30;FRUTA FRESCA; ; ; ; ;40;PLATANO;,545454545454545; ;TOTAL NACIONAL;37,0634426819015
02075002000580005;BOLÍVAR;02;00058;0005;1;2;NARANJA;5;10000;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;10000;NARANJA;1,5; ;TOTAL NACIONAL;37,0634426819015
02075002000620001;BOLÍVAR;02;00062;0001;1;1;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;,24201155472837
02075002000620001;BOLÍVAR;02;00062;0001;2;2;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;,687288971925642
02075002000620002;BOLÍVAR;02;00062;0002;1;1;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;2,23695409296622
02075002000620005;BOLÍVAR;02;00062;0005;1;1;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;14,7301754880062
02075002000620006;BOLÍVAR;02;00062;0006;1;1;PLATANO;30;30;RACIMO;20;FRUTA FRESCA; ; ; ; ;30;PLATANO;,272727272727273; ;TOTAL NACIONAL;13,7567474498601
02075002000620007;BOLÍVAR;02;00062;0007;1;1;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;19,9033640699022
02075002000620009;BOLÍVAR;02;00062;0009;1;1;PLATANO;30;30;RACIMO;20;FRUTA FRESCA; ; ; ; ;30;PLATANO;,272727272727273; ;TOTAL NACIONAL;21,4852973650963
02075002000620011;BOLÍVAR;02;00062;0011;1;1;PLATANO;50;50;RACIMO;20;FRUTA FRESCA; ; ; ; ;50;PLATANO;,454545454545455; ;TOTAL NACIONAL;7,07168492492616
02075002000620012;BOLÍVAR;02;00062;0012;1;1;PLATANO;70;70;RACIMO;20;FRUTA FRESCA;60;RACIMO;20;FRUTA FRESCA;10;PLATANO;,636363636363636;,545454545454545;TOTAL NACIONAL;10,1930975021062
02075002001350002;BOLÍVAR;02;00135;0002;1;1;NARANJA;10;8;QUINTAL;100;FRUTA FRESCA;7;QUINTAL;100;FRUTA FRESCA;1;NARANJA;,363636363636364;,318181818181818;TOTAL NACIONAL;37,4033030445709
02075002001350007;BOLÍVAR;02;00135;0007;1;1;NARANJA;3;10;CAJA;40;FRUTA FRESCA;9;CAJA;40;FRUTA FRESCA;1;NARANJA;,181818181818182;,163636363636364;TOTAL NACIONAL;16,4565046191789
02075002001350008;BOLÍVAR;02;00135;0008;1;1;NARANJA;3;500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;500;NARANJA;,075; ;TOTAL NACIONAL;21,3230609488537
02075002001530006;BOLÍVAR;02;00153;0006;1;1;ZAPOTE;4;500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;500;ZAPOTE;,0681818181818182; ;TOTAL NACIONAL;1,38342149908762
02075002001530006;BOLÍVAR;02;00153;0006;1;2;LIMON;3;2000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;2000;LIMON;,181818181818182; ;TOTAL NACIONAL;1,38342149908762
02075002001530006;BOLÍVAR;02;00153;0006;1;3;OTROS PERMANENTES;5;10000;UNIDAD;,02;SIN ESTADO; ; ; ; ;10000;OTROS PERMANENTES;,0909090909090909; ;TOTAL NACIONAL;1,38342149908762
02025102002040008;BOLÍVAR;02;00204;0008;1;1;PLATANO;30;30;RACIMO;20;FRUTA FRESCA; ; ; ; ;30;PLATANO;,272727272727273; ;TOTAL NACIONAL;32,7730726524904
02025102002040013;BOLÍVAR;02;00204;0013;3;1;PLATANO;5;5;RACIMO;20;FRUTA FRESCA; ; ; ; ;5;PLATANO;,0454545454545455; ;TOTAL NACIONAL;33,4099730094239
02025003004510006;BOLÍVAR;03;00451;0006;1;1;LIMON;3;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;LIMON;,045; ;TOTAL NACIONAL;101,631171356854
02025003004510018;BOLÍVAR;03;00451;0018;1;1;LIMON;2;400;UNIDAD;,35;FRUTA FRESCA; ; ; ; ;400;LIMON;,0636363636363636; ;TOTAL NACIONAL;18,4655743505083
02025003004510020;BOLÍVAR;03;00451;0020;4;1;LIMON;10;1000;UNIDAD;,35;FRUTA FRESCA; ; ; ; ;1000;LIMON;,159090909090909; ;TOTAL NACIONAL;603,500041413124
02025003004680013;BOLÍVAR;03;00468;0013;4;1;OTROS BANANOS;2;2;RACIMO;15;FRUTA FRESCA; ; ; ; ;2;BANANO DE EXPORTACION;,0136363636363636; ;TOTAL NACIONAL;118,588999907311
02025003004710010;BOLÍVAR;03;00471;0010;1;1;LIMON;10;2000;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;2000;LIMON;,3; ;TOTAL NACIONAL;23,33492101143
02025003004710010;BOLÍVAR;03;00471;0010;1;2;AGUACATE;1;400;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;400;AGUACATE;,0909090909090909; ;TOTAL NACIONAL;23,33492101143
02075004000060005;BOLÍVAR;04;00006;0005;1;1;PLATANO;40;40;RACIMO;20;FRUTA FRESCA;36;RACIMO;20;FRUTA FRESCA;4;PLATANO;,363636363636364;,327272727272727;TOTAL NACIONAL;47,3448888359087
02075004000060005;BOLÍVAR;04;00006;0005;1;2;NARANJA;50;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;NARANJA;,00681818181818182; ;TOTAL NACIONAL;47,3448888359087
02075004000060005;BOLÍVAR;04;00006;0005;1;3;OTROS BANANOS;10;10;RACIMO;20;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,0909090909090909; ;TOTAL NACIONAL;47,3448888359087
02075004000060008;BOLÍVAR;04;00006;0008;1;1;PLATANO;20;20;RACIMO;20;FRUTA FRESCA; ; ; ; ;20;PLATANO;,181818181818182; ;TOTAL NACIONAL;44,4840535682054
02075004000060009;BOLÍVAR;04;00006;0009;2;1;PLATANO;400;400;RACIMO;20;FRUTA FRESCA;395;RACIMO;20;FRUTA FRESCA;5;PLATANO;3,63636363636364;3,59090909090909;TOTAL NACIONAL;50,6268344187591
02065004000200001;BOLÍVAR;04;00020;0001;1;1;NARANJA;7;3500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;3500;NARANJA;,477272727272727; ;TOTAL NACIONAL;1,09330806155048
02065004000200011;BOLÍVAR;04;00020;0011;1;1;NARANJA;15;7500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;7500;NARANJA;1,02272727272727; ;TOTAL NACIONAL;8,83399819095931
02025104000320001;BOLÍVAR;04;00032;0001;2;1;OTROS BANANOS;35;35;RACIMO;15;FRUTA FRESCA; ; ; ; ;35;BANANO DE EXPORTACION;,238636363636364; ;TOTAL NACIONAL;4,27091865496941
02025104000320002;BOLÍVAR;04;00032;0002;1;1;OTROS BANANOS;40;40;RACIMO;15;FRUTA FRESCA; ; ; ; ;40;BANANO DE EXPORTACION;,272727272727273; ;TOTAL NACIONAL;2,60124546845653
02025104000320003;BOLÍVAR;04;00032;0003;2;1;OTROS BANANOS;150;150;RACIMO;15;FRUTA FRESCA; ; ; ; ;150;BANANO DE EXPORTACION;1,02272727272727; ;TOTAL NACIONAL;4,05304868332553
02025104000320006;BOLÍVAR;04;00032;0006;3;1;CACAO FINO DE AROMA (ALMENDRA SECA);300;1;QUINTAL;100;ALMENDRA SECA;1;QUINTAL;100;ALMENDRA SECA; ;CACAO (ALMENDRA SECA);,0454545454545455;,0454545454545455;TOTAL NACIONAL;5,55885143681358
02025104000320014;BOLÍVAR;04;00032;0014;3;1;MANDARINA;6;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0227272727272727; ;TOTAL NACIONAL;10,2067804116115
02025104000320014;BOLÍVAR;04;00032;0014;3;2;NARANJA;4;600;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0272727272727273; ;TOTAL NACIONAL;10,2067804116115
02025104000320014;BOLÍVAR;04;00032;0014;3;3;PLATANO;40;40;RACIMO;15;FRUTA FRESCA; ; ; ; ;40;PLATANO;,272727272727273; ;TOTAL NACIONAL;10,2067804116115
02025104000320014;BOLÍVAR;04;00032;0014;3;4;LIMON;3;300;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;300;LIMON;,0340909090909091; ;TOTAL NACIONAL;10,2067804116115
02025104000320017;BOLÍVAR;04;00032;0017;1;1;NARANJA;5;100;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;100;NARANJA;,00227272727272727; ;TOTAL NACIONAL;8,89886349276065
02025104000320020;BOLÍVAR;04;00032;0020;1;1;NARANJA;30;6000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;6000;NARANJA;,272727272727273; ;TOTAL NACIONAL;4,03172556871169
02025104000320021;BOLÍVAR;04;00032;0021;2;1;NARANJA;6;6000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;6000;NARANJA;,272727272727273; ;TOTAL NACIONAL;11,3345367262871
02025104000350004;BOLÍVAR;04;00035;0004;4;1;NARANJA;2;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0227272727272727; ;TOTAL NACIONAL;14,8596951012209
02025104000350006;BOLÍVAR;04;00035;0006;1;1;OTROS BANANOS;30;30;RACIMO;20;FRUTA FRESCA; ; ; ; ;30;BANANO DE EXPORTACION;,272727272727273; ;TOTAL NACIONAL;9,90774441992885
02025104000350007;BOLÍVAR;04;00035;0007;1;1;OTROS BANANOS;30;30;RACIMO;15;FRUTA FRESCA; ; ; ; ;30;BANANO DE EXPORTACION;,204545454545455; ;TOTAL NACIONAL;8,04915075810673
02065055000994006;BOLÍVAR;55;00099;4006;2;1;OTROS BANANOS;100;100;RACIMO;20;FRUTA FRESCA; ; ; ; ;100;BANANO DE EXPORTACION;,909090909090909; ;TOTAL NACIONAL;1
02065055000994006;BOLÍVAR;55;00099;4006;2;2;MANDARINA;10;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0909090909090909; ;TOTAL NACIONAL;1
02065055000994006;BOLÍVAR;55;00099;4006;2;3;NARANJA;10;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0909090909090909; ;TOTAL NACIONAL;1
03035301007880001;CAÑAR;01;00788;0001;1;1;LIMON;1;250;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;250;LIMON;,0284090909090909; ;TOTAL NACIONAL;72,5939588347407
03075001020700004;CAÑAR;01;02070;0004;3;1;TOMATE DE ARBOL;3;50;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;50;TOMATE DE ARBOL;,00227272727272727; ;TOTAL NACIONAL;292,649571932562
03025401073130005;CAÑAR;01;07313;0005;4;1;MANZANA;2;25;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;25;MANZANA;,00284090909090909; ;TOTAL NACIONAL;64,8291630844246
03025401073150010;CAÑAR;01;07315;0010;3;1;MANZANA;3;360;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;360;MANZANA;,0245454545454545; ;TOTAL NACIONAL;65,4633710498397
03025401073150010;CAÑAR;01;07315;0010;3;2;CLAUDIA;4;600;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;600;CLAUDIA;,0136363636363636; ;TOTAL NACIONAL;65,4633710498397
03025401073150010;CAÑAR;01;07315;0010;3;3;PERA;1;8;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;8;PERA;,000545454545454545; ;TOTAL NACIONAL;65,4633710498397
03025401073150010;CAÑAR;01;07315;0010;3;4;TOMATE DE ARBOL;6;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;TOMATE DE ARBOL;,0272727272727273; ;TOTAL NACIONAL;65,4633710498397
03025001073470011;CAÑAR;01;07347;0011;2;1;MANZANA;1;25;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;25;MANZANA;,00170454545454545; ;TOTAL NACIONAL;60,1531821080595
03015501079040002;CAÑAR;01;07904;0002;2;1;MANZANA;4;50;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;50;MANZANA;,00227272727272727; ;TOTAL NACIONAL;69,5469312845837
03015101079610001;CAÑAR;01;07961;0001;1;2;CHIRIMOYA;1;10;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;10;CHIRIMOYA;,000454545454545455; ;TOTAL NACIONAL;78,5843802773608
03015101079610001;CAÑAR;01;07961;0001;2;1;LIMON;4;20;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;20;LIMON;,00136363636363636; ;TOTAL NACIONAL;59,2778473450216
03015101079610001;CAÑAR;01;07961;0001;3;3;MANDARINA;3;30;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;30;MANDARINA;,00204545454545455; ;TOTAL NACIONAL;60,1510071258811
03015101079610003;CAÑAR;01;07961;0003;3;1;CAPULI;1;1;GALON;5;FRUTA FRESCA; ; ; ; ;1;OTROS PERMANENTES;,00227272727272727; ;TOTAL NACIONAL;82,1352300528564
03065001081980002;CAÑAR;01;08198;0002;3;1;MANZANA;4;2;BALDE;50;FRUTA FRESCA; ; ; ; ;2;MANZANA;,0454545454545455; ;TOTAL NACIONAL;62,5458712052714
03065001081980005;CAÑAR;01;08198;0005;1;1;TOMATE DE ARBOL;50;500;UNIDAD;,25;FRUTA FRESCA;400;UNIDAD;,25;FRUTA FRESCA;100;TOMATE DE ARBOL;,0568181818181818;,0454545454545455;TOTAL NACIONAL;26,5674327776757
03065001084280010;CAÑAR;01;08428;0010;1;1;CLAUDIA;1;1;CANASTA;3;FRUTA FRESCA; ; ; ; ;1;CLAUDIA;,00136363636363636; ;TOTAL NACIONAL;64,0567289788562
03065001084280015;CAÑAR;01;08428;0015;2;1;TOMATE DE ARBOL;8;200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;200;TOMATE DE ARBOL;,00909090909090909; ;TOTAL NACIONAL;59,8954990145009
03015801085720005;CAÑAR;01;08572;0005;1;1;AGUACATE;1;20;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;20;AGUACATE;,000909090909090909; ;TOTAL NACIONAL;31,1600763472595
03015801085720005;CAÑAR;01;08572;0005;1;2;DURAZNO (MELOCOTON);2;40;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;40;DURAZNO (MELOCOTON);,000909090909090909; ;TOTAL NACIONAL;31,1600763472595
03015801085720005;CAÑAR;01;08572;0005;1;3;CLAUDIA;2;20;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;20;CLAUDIA;,000272727272727273; ;TOTAL NACIONAL;31,1600763472595
03015801085720005;CAÑAR;01;08572;0005;1;4;LIMON;2;30;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;30;LIMON;,000409090909090909; ;TOTAL NACIONAL;31,1600763472595
03065101086170005;CAÑAR;01;08617;0005;2;1;MANZANA;1;1;BALDE;30;FRUTA FRESCA; ; ; ; ;1;MANZANA;,0136363636363636; ;TOTAL NACIONAL;134,702982223227
03065101086170005;CAÑAR;01;08617;0005;2;2;TOMATE DE ARBOL;3;40;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;40;TOMATE DE ARBOL;,00181818181818182; ;TOTAL NACIONAL;134,702982223227
03065001086220003;CAÑAR;01;08622;0003;1;1;MANZANA;1;40;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;40;MANZANA;,00181818181818182; ;TOTAL NACIONAL;73,8864060600106
03065001086220003;CAÑAR;01;08622;0003;1;2;DURAZNO (MELOCOTON);1;70;UNIDAD;,07;FRUTA FRESCA; ; ; ; ;70;DURAZNO (MELOCOTON);,00222727272727273; ;TOTAL NACIONAL;73,8864060600106
03065101088780001;CAÑAR;01;08878;0001;1;1;LIMON;2;20;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;20;LIMON;,000454545454545455; ;TOTAL NACIONAL;100,044268959305
03065101088780001;CAÑAR;01;08878;0001;1;2;TOMATE DE ARBOL;2;10;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;10;TOMATE DE ARBOL;,000454545454545455; ;TOTAL NACIONAL;100,044268959305
03065101088780001;CAÑAR;01;08878;0001;1;3;CLAUDIA;1;10;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;10;CLAUDIA;,000136363636363636; ;TOTAL NACIONAL;100,044268959305
03015401090200001;CAÑAR;01;09020;0001;5;1;AGUACATE;1;35;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;35;AGUACATE;,00477272727272727; ;TOTAL NACIONAL;67,6868114798791
03015401090200001;CAÑAR;01;09020;0001;5;2;MANZANA;1;50;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;50;MANZANA;,00340909090909091; ;TOTAL NACIONAL;67,6868114798791
03035154000991140;CAÑAR;54;00099;1140;2;1;ZAPOTE;2;1;SACO;70;FRUTA FRESCA; ; ; ; ;1;ZAPOTE;,0318181818181818; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;2;GUABA;5;100;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;100;GUABA;,0227272727272727; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;3;NARANJA;6;6;SACO;30;FRUTA FRESCA; ; ; ; ;6;NARANJA;,0818181818181818; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;4;OTROS BANANOS;10;10;RACIMO;20;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,0909090909090909; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;5;MANDARINA;6;8;SACO;30;FRUTA FRESCA; ; ; ; ;8;MANDARINA;,109090909090909; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;6;AGUACATE;2;1;CAJA;30;FRUTA FRESCA; ; ; ; ;1;AGUACATE;,0136363636363636; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;7;OTROS PERMANENTES;2;1;CAJA;20;SIN ESTADO; ; ; ; ;1;OTROS PERMANENTES;,00909090909090909; ;TOTAL NACIONAL;1
03035154000991140;CAÑAR;54;00099;1140;2;8;OTROS PERMANENTES;2;20;UNIDAD;5;SIN ESTADO; ; ; ; ;20;OTROS PERMANENTES;,0454545454545455; ;TOTAL NACIONAL;1
04045101060660003;CARCHI;01;06066;0003;1;1;AGUACATE;12;1,25;QUINTAL;100;FRUTA FRESCA;1,25;QUINTAL;100;FRUTA FRESCA; ;AGUACATE;,0568181818181818;,0568181818181818;TOTAL NACIONAL;62,5547136959855
04045101060660006;CARCHI;01;06066;0006;1;1;LIMON;10;4;SACO;25;FRUTA FRESCA;4;SACO;11;FRUTA FRESCA; ;LIMON;,0454545454545455;,02;TOTAL NACIONAL;2,96055422799478
04045101060660007;CARCHI;01;06066;0007;1;1;AGUACATE;3;3;SACO;110;FRUTA FRESCA;3;SACO;110;FRUTA FRESCA; ;AGUACATE;,15;,15;TOTAL NACIONAL;35,7962219675598
04045301063090013;CARCHI;01;06309;0013;1;1;MANDARINA;8;50;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;50;MANDARINA;,00568181818181818; ;TOTAL NACIONAL;35,5984154847591
04045301063090014;CARCHI;01;06309;0014;1;1;OTROS BANANOS;10;10;RACIMO;50;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,227272727272727; ;TOTAL NACIONAL;40,8454667512603
04055501071430001;CARCHI;01;07143;0001;3;1;OTROS PERMANENTES;20;60;QUINTAL;100;SIN ESTADO; ; ; ; ;60;OTROS PERMANENTES;2,72727272727273; ;TOTAL NACIONAL;13,7948791442602
04025201092670001;CARCHI;01;09267;0001;1;1;AGUACATE;6;1;QUINTAL;100;FRUTA FRESCA;1;QUINTAL;100;FRUTA FRESCA; ;AGUACATE;,0454545454545455;,0454545454545455;TOTAL NACIONAL;26,2895021632689
04025201092670001;CARCHI;01;09267;0001;1;2;LIMA;25;20;QUINTAL;100;FRUTA FRESCA;20;QUINTAL;100;FRUTA FRESCA; ;LIMA;,909090909090909;,909090909090909;TOTAL NACIONAL;26,2895021632689
04025201092670001;CARCHI;01;09267;0001;1;3;GUAYABA;1;3;QUINTAL;100;FRUTA FRESCA;3;QUINTAL;100;FRUTA FRESCA; ;GUAYABA;,136363636363636;,136363636363636;TOTAL NACIONAL;26,2895021632689
04025201092670011;CARCHI;01;09267;0011;2;1;LIMON;4;1;COSTAL;70;FRUTA FRESCA;1;COSTAL;70;FRUTA FRESCA;0;LIMON;,0318181818181818;,0318181818181818;TOTAL NACIONAL;47,2870221699099
04025401093780011;CARCHI;01;09378;0011;1;1;LIMON;15;1500;UNIDAD;,01;FRUTA FRESCA;1500;UNIDAD;,01;FRUTA FRESCA; ;LIMON;,00681818181818182;,00681818181818182;TOTAL NACIONAL;14,1959695292935
04025401093780012;CARCHI;01;09378;0012;1;1;MANGO;1;40;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;40;MANGO;,00909090909090909; ;TOTAL NACIONAL;26,8357960346872
04025501097760002;CARCHI;01;09776;0002;2;1;AGUACATE;5;2;QUINTAL;100;FRUTA FRESCA;2;QUINTAL;100;FRUTA FRESCA; ;AGUACATE;,0909090909090909;,0909090909090909;TOTAL NACIONAL;34,4937731128641
04025501097760002;CARCHI;01;09776;0002;2;2;LIMON;20;4;COSTAL;90;FRUTA FRESCA;4;COSTAL;90;FRUTA FRESCA; ;LIMON;,163636363636364;,163636363636364;TOTAL NACIONAL;34,4937731128641
04045103001990006;CARCHI;03;00199;0006;7;1;GUAYABA;200;1000;CAJA;30;FRUTA FRESCA; ; ; ; ;1000;GUAYABA;13,6363636363636; ;TOTAL NACIONAL;93,5201440136777
04045103001990008;CARCHI;03;00199;0008;4;1;NARANJA;8;12;BULTO;125;FRUTA FRESCA; ; ; ; ;12;NARANJA;,681818181818182; ;TOTAL NACIONAL;105,371181547091
04045103001990008;CARCHI;03;00199;0008;4;2;GUABA;2;1;COSTAL;60;FRUTA FRESCA; ; ; ; ;1;GUABA;,0272727272727273; ;TOTAL NACIONAL;105,371181547091
04045103001990008;CARCHI;03;00199;0008;4;3;MANDARINA;3;9;CAJA;30;FRUTA FRESCA; ; ; ; ;9;MANDARINA;,122727272727273; ;TOTAL NACIONAL;105,371181547091
04045103001990008;CARCHI;03;00199;0008;4;4;PLATANO;10;2;RACIMO;15;FRUTA FRESCA; ; ; ; ;2;PLATANO;,0136363636363636; ;TOTAL NACIONAL;105,371181547091
04045103001990015;CARCHI;03;00199;0015;1;1;NARANJA;5;1;QUINTAL;100;FRUTA FRESCA; ; ; ; ;1;NARANJA;,0454545454545455; ;TOTAL NACIONAL;49,5888631398145
04045103001990015;CARCHI;03;00199;0015;1;2;LIMON;4;3;QUINTAL;100;FRUTA FRESCA;2;QUINTAL;100;FRUTA FRESCA;1;LIMON;,136363636363636;,0909090909090909;TOTAL NACIONAL;49,5888631398145
04045103001990016;CARCHI;03;00199;0016;2;1;NARANJA;1;2;QUINTAL;100;FRUTA FRESCA; ; ; ; ;2;NARANJA;,0909090909090909; ;TOTAL NACIONAL;38,4573194266112
04045103001990016;CARCHI;03;00199;0016;2;2;GUABA;2;50;UNIDAD;1;FRUTA FRESCA; ; ; ; ;50;GUABA;,0227272727272727; ;TOTAL NACIONAL;38,4573194266112
04045103001990032;CARCHI;03;00199;0032;1;1;NARANJA;8;16;BULTO;120;FRUTA FRESCA; ; ; ; ;16;NARANJA;,872727272727273; ;TOTAL NACIONAL;321,008538405075
04045103001990032;CARCHI;03;00199;0032;1;2;MANDARINA;8;16;GAVETA;40;FRUTA FRESCA; ; ; ; ;16;MANDARINA;,290909090909091; ;TOTAL NACIONAL;321,008538405075
04045103001990032;CARCHI;03;00199;0032;1;3;PLATANO;5;10;RACIMO;30;FRUTA FRESCA; ; ; ; ;10;PLATANO;,136363636363636; ;TOTAL NACIONAL;321,008538405075
04045103001990040;CARCHI;03;00199;0040;3;1;NARANJA;5;20;SACO;120;FRUTA FRESCA;20;SACO;120;FRUTA FRESCA; ;NARANJA;1,09090909090909;1,09090909090909;TOTAL NACIONAL;8,64610477437747
04045103001990055;CARCHI;03;00199;0055;1;1;NARANJA;3;300;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;300;NARANJA;,0204545454545455; ;TOTAL NACIONAL;297,821725839701
04045103001990055;CARCHI;03;00199;0055;1;2;PLATANO;5;10;RACIMO;10;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0454545454545455; ;TOTAL NACIONAL;297,821725839701
04045103001990063;CARCHI;03;00199;0063;1;1;MANDARINA;10;8;BULTO;110;FRUTA FRESCA;5;BULTO;110;FRUTA FRESCA;3;MANDARINA;,4;,25;TOTAL NACIONAL;68,1864043589165
