Identificador;ual_prov;ual_estr;ual_segm;al_ncues;fp_numl;rc_clacul;fp_numt;fp_k704;fp_k705;fp_k706ha;fp_k707ha;fp_k708;fp_k709;fp_k710;fp_k711;fp_k712;fp_venmernac;fp_venmerint;fp_prepasuelo;fp_poda;fp_tutoreo;fp_despunte;fp_riego;fp_superf_regada_ha;fp_porc_surc;fp_porc_aspe;fp_porc_micr;fp_porc_gote;fp_porc_nebu;fp_porc_otro;fp_aferti;fp_forg;fp_cant1_fo;fp_umed1_fo;fp_cant2_fo;fp_umed2_fo;fp_cant3_fo;fp_umed3_fo;fp_fqui;fp_cantidad_npk_fq;fp_umed_npk_fq;fp_cantidad_nit_fq;fp_umed_nit_fq;fp_cantidad_fq;fp_umed_fq;fp_cantidad_pot_fq;fp_umed_pot_fq;fp_apliplagui;fp_porg;fp_cantidad_po;fp_umedida_po;fp_pqui;fp_cantidad_her_pq;fp_umed_her_pq;fp_color_her_pq;fp_cantidad_ins_pq;fp_umed_ins_pq;fp_color_ins_pq;fp_cantidad_fun_pq;fp_umed_fun_pq;fp_color_fun_pq;fp_cantidad_pq;fp_umed_pq;fp_color_pq;fp_totrabcont;fp_trabfami;fp_clacu;fp_full_tabaco;fp_tabaco;fp_Bonche;fp_Bouquet;fp_tn;fact_exp_fin
17045463000993613;PICHINCHA;63;00099;3613;1;ROSA;1;BAJO INVERNADERO;7;27,2;24,48;2082729;21600527;TABACO;131043;150; ;100;1;1;1;1;SI;27,2; ; ; ;100; ; ;SI;SI; ; ;3000000;KILOGRAMO; ; ;SI;50544;KILOGRAMO; ; ; ; ; ; ;SI;SI;1560;LITRO;SI; ; ; ;780;LITRO;AMARILLO;580;LITRO;VERDE;57;LITRO;AZUL;11; ;ROSA; ;131043; ; ;TOTAL NACIONAL;1
17045063000993614;PICHINCHA;63;00099;3614;1;ROSA;1;BAJO INVERNADERO;8;10,32;10,32;757746;5167368;BONCHE;189126;25; ;100;1;1;1;1;SI;10,32; ; ; ;100; ; ;SI;SI;1290;KILOGRAMO; ; ; ; ;SI;30093,12;KILOGRAMO;31238,64;KILOGRAMO;928,8;KILOGRAMO; ; ;SI;SI;56,76;LITRO;SI; ; ; ;59,03;LITRO;AMARILLO;305,88;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;189126; ;TOTAL NACIONAL;1
17045063000993614;PICHINCHA;63;00099;3614;2;ROSA;4;BAJO INVERNADERO;6;4,08;4,08;299574;2042913;BONCHE;74770;25; ;100;1;1;1;1;SI;4,08; ; ; ;100; ; ;SI;SI;510;KILOGRAMO; ; ; ; ;SI;11817,28;KILOGRAMO;12350,16;KILOGRAMO;367,2;KILOGRAMO; ; ;SI;SI;22,44;LITRO;SI; ; ; ;23,33;LITRO;AMARILLO;120,93;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;74770; ;TOTAL NACIONAL;1
17015263000993665;PICHINCHA;63;00099;3665;1;ROSA;1;BAJO INVERNADERO;2;1,7;1,6;92000;54000;BONCHE;1900;25; ;100;1;1;1;1;SI;1,7; ; ; ;100; ; ;SI;SI;8500;KILOGRAMO;25000;KILOGRAMO;45000;LITRO;SI;12495;KILOGRAMO; ; ; ; ; ; ;SI;SI;48;KILOGRAMO;SI; ; ; ;110;KILOGRAMO;AZUL;170;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ;1900; ;TOTAL NACIONAL;1
17015263000993666;PICHINCHA;63;00099;3666;1;ROSA;1;BAJO INVERNADERO;20;14,71;14,71;936907;12530824;BOUQUET;963934;12;8;92;1;1;1;1;SI;14,71; ; ; ;100; ; ;SI;SI; ; ;4800000;KILOGRAMO; ; ;SI;289988,82;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;986,75;LITRO;AZUL;2250;LITRO;AZUL; ; ; ; ; ;ROSA; ; ; ;963934;TOTAL NACIONAL;1
17035063000993696;PICHINCHA;63;00099;3696;1;ROSA;2;BAJO INVERNADERO;12;1,5;1,5;100000;300000;BOUQUET;11760;25;1;99;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;216;LITRO;VERDE;144;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;11760;TOTAL NACIONAL;1
17035063000993696;PICHINCHA;63;00099;3696;2;ROSA;2;BAJO INVERNADERO;5;2;2;250000;750000;BOUQUET;29400;25;1;99;1;1;1;1;SI;2; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;288;LITRO;VERDE;192;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;29400;TOTAL NACIONAL;1
17035063000993696;PICHINCHA;63;00099;3696;3;ROSA;2;BAJO INVERNADERO;1;1,5;1,5;85000;170000;BOUQUET;6664;25;1;99;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;216;LITRO;VERDE;144;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;6664;TOTAL NACIONAL;1
17035263000993698;PICHINCHA;63;00099;3698;1;ROSA;2;BAJO INVERNADERO;15;18;16;1500000;15000000;TABACO;85000;150;15;85;1;1;1;1;SI;18; ; ; ;100; ; ;SI;SI; ; ;200;TONELADA; ; ;SI;58487,52;KILOGRAMO; ; ; ; ; ; ;SI;SI;430;LITRO;SI; ; ;0;300;LITRO;VERDE;700;LITRO;VERDE; ; ; ;20; ;ROSA; ;85000; ; ;TOTAL NACIONAL;1
17045463000993706;PICHINCHA;63;00099;3706;1;ROSA;1;BAJO INVERNADERO;7;7;7;600000;4800000;BONCHE;186240;25; ;100;1;1;1;1;SI;7; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;63837,6;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;96;LITRO;AZUL;139,2;LITRO;AZUL;72;LITRO;AZUL; ; ;ROSA; ; ;186240; ;TOTAL NACIONAL;1
17045463000993709;PICHINCHA;63;00099;3709;1;ROSA;2;BAJO INVERNADERO;10;5,5;5,5;540000;3600000;BONCHE;129600;25;10;90;1;1;1;1;SI;5,5; ; ; ;100; ; ;SI;SI;1200;QUINTAL;4000;KILOGRAMO; ; ;SI;53664;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;8;KILOGRAMO;VERDE;72;LITRO;AMARILLO;480;LITRO;AZUL;4;LITRO;AMARILLO; ; ;ROSA; ; ;129600; ;TOTAL NACIONAL;1
17045463000993710;PICHINCHA;63;00099;3710;1;ROSA;2;BAJO INVERNADERO;8;3,2;3,2;260000;2707575;BONCHE;97473;25;10;90;1;1;1;1;SI;3,2; ; ; ;100; ; ;SI;SI;200;QUINTAL; ; ;200;LITRO;SI;39960;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;116,96;LITRO;AZUL;63,6;LITRO;AMARILLO;180,36;LITRO;AMARILLO;2;3;ROSA; ; ;97473; ;TOTAL NACIONAL;1
17045463000993710;PICHINCHA;63;00099;3710;2;ROSA;3;BAJO INVERNADERO;8;1;1;106000;75000;BONCHE;2990;25;10;90;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI;62,5;QUINTAL; ; ;62,5;LITRO;SI;12487,2;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;36,56;LITRO;AZUL;55,3;LITRO;AMARILLO;56,04;LITRO;AMARILLO; ; ;ROSA; ; ;2990; ;TOTAL NACIONAL;1
17045463000993710;PICHINCHA;63;00099;3710;3;ROSA;4;BAJO INVERNADERO;0;,5; ;40700; ; ; ; ; ; ;1;1;1;1;SI;,5; ; ; ;100; ; ;SI;SI;31,25;QUINTAL; ; ;31,25;LITRO;SI;2602;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;4,57;LITRO;AZUL;11,5;LITRO;AMARILLO;11,75;LITRO;AMARILLO; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;1
17045463000993711;PICHINCHA;63;00099;3711;1;ROSA;1;BAJO INVERNADERO;8;7,3;6,5;600000;6020000;BONCHE;211904;25;12;88;1;1;1;1;SI;7,3; ; ; ;100; ; ;SI;SI; ; ;8;KILOGRAMO; ; ;SI;75144;KILOGRAMO; ; ; ; ; ; ;SI;SI;420;LITRO;SI; ; ; ;300;LITRO;AMARILLO;800;LITRO;AZUL;80;LITRO;AZUL; ; ;ROSA; ; ;211904; ;TOTAL NACIONAL;1
17045463000993712;PICHINCHA;63;00099;3712;1;ROSA;1;BAJO INVERNADERO;6;11,9;11,9;678000;6500000;FULL TABACO;19500;300;10;90;1;1;1;1;SI;11,9; ; ; ;100; ; ;SI;SI;1350000;KILOGRAMO;1935000;KILOGRAMO; ; ;SI;32832;KILOGRAMO; ; ; ; ; ; ;SI;SI;1680;LITRO;SI; ; ; ;192;LITRO;VERDE;1188;LITRO;AMARILLO;182;LITRO;AZUL; ; ;ROSA;19500; ; ; ;TOTAL NACIONAL;1
17035063000993730;PICHINCHA;63;00099;3730;1;ROSA;1;BAJO INVERNADERO;15;19,3;19,3;1624026;6496104;TABACO;31830;200; ;100;1;1;1;1;SI;19,3; ; ; ;100; ; ;SI;SI; ; ; ; ;3986;LITRO;SI;109223;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1350;LITRO;AZUL;1498,82;LITRO;AZUL; ; ; ; ; ;ROSA; ;31830; ; ;TOTAL NACIONAL;1
17035063000993733;PICHINCHA;63;00099;3733;1;ROSA;1;BAJO INVERNADERO;15;5;5;533597;2134388;TABACO;10458;200; ;100;1;1;1;1;SI;5; ; ; ;100; ; ;SI;SI; ; ; ; ;1242;LITRO;SI;28296;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;350;LITRO;AZUL;388;LITRO;AMARILLO; ; ; ; ; ;ROSA; ;10458; ; ;TOTAL NACIONAL;1
17045463000993735;PICHINCHA;63;00099;3735;1;ROSA;1;BAJO INVERNADERO;17;8,8;8,8;433900;4165000;FULL TABACO;12495;300;10;90;1;1;1;1;SI;8,8; ; ; ;100; ; ;SI;SI;998319;KILOGRAMO;1430922;KILOGRAMO; ; ;SI;32832;KILOGRAMO; ; ; ; ; ; ;SI;SI;1242;LITRO;SI; ; ; ;144;LITRO;VERDE;1248;LITRO;AMARILLO;876;LITRO;AZUL; ; ;ROSA;12495; ; ; ;TOTAL NACIONAL;1
17045063000993750;PICHINCHA;63;00099;3750;1;ROSA;1;BAJO INVERNADERO;10;21,5;15,5;1162000;15500000;TABACO;129166;120; ;100;1;1;1;1;SI;21,5;30; ; ;70; ; ;SI;SI; ; ;,48;LIBRA;2400;LITRO;SI; ; ;97313;KILOGRAMO;3200;KILOGRAMO;3500;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1300;LITRO;VERDE;3150;LITRO;VERDE; ; ; ; ; ;ROSA; ;129166; ; ;TOTAL NACIONAL;1
17045063000993750;PICHINCHA;63;00099;3750;2;HYPERICUM;4;BAJO INVERNADERO;1;1;1;25000;875000;TABACO;7291;120; ;100;1;1;1;1;SI;1;30; ; ;70; ; ;SI;SI; ; ;,48;LIBRA;2400;LITRO;SI; ; ;97313;KILOGRAMO;3200;KILOGRAMO;3500;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1300;LITRO;VERDE;3150;LITRO;VERDE; ; ; ; ; ;HYPERICUM; ;7291; ; ;TOTAL NACIONAL;1
17045063000993751;PICHINCHA;63;00099;3751;1;ROSA;1;BAJO INVERNADERO;21;,25;,25;13006;184450;BONCHE;6862;25; ;100;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;86,64;KILOGRAMO;93,18;KILOGRAMO;18,71;KILOGRAMO;913,14;KILOGRAMO;SI;SI;5,67;LITRO;SI; ; ; ;6,42;LITRO;AMARILLO;30,21;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;6862; ;TOTAL NACIONAL;1
17045063000993751;PICHINCHA;63;00099;3751;2;ROSA;2;BAJO INVERNADERO;12;3,25;3,25;233100;2533359;BONCHE;94240;25; ;100;1;1;1;1;SI;3,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1126,32;KILOGRAMO;1211,34;KILOGRAMO;243,29;KILOGRAMO;11870,82;KILOGRAMO;SI;SI;73,71;LITRO;SI; ; ; ;83,46;LITRO;AMARILLO;392,73;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;94240; ;TOTAL NACIONAL;1
17045063000993751;PICHINCHA;63;00099;3751;3;ROSA;3;BAJO INVERNADERO;4;5,9;5,9;367481;4727650;BONCHE;175868;25; ;100;1;1;1;1;SI;5,9; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;2044,7;KILOGRAMO;2199,04;KILOGRAMO;441,67;KILOGRAMO;21550,1;KILOGRAMO;SI;SI;133,81;LITRO;SI; ; ; ;151,51;LITRO;AMARILLO;712,95;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;175868; ;TOTAL NACIONAL;1
17045063000993751;PICHINCHA;63;00099;3751;4;ROSA;4;BAJO INVERNADERO;2;4,3;4,3;340842;3117965;BONCHE;115988;25; ;100;1;1;1;1;SI;4,3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1490,2;KILOGRAMO;1602,69;KILOGRAMO;321,89;KILOGRAMO;15706,8;KILOGRAMO;SI;SI;97,52;LITRO;SI; ; ; ;110,42;LITRO;AMARILLO;519,61;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;115988; ;TOTAL NACIONAL;1
17015263000993771;PICHINCHA;63;00099;3771;1;ROSA;1;BAJO INVERNADERO;25;8;8;650000;7000000;TABACO;46181;144; ;100;1;1;1;1;SI;8; ; ; ;100; ; ;SI;SI; ; ;110000;KILOGRAMO; ; ;SI;51540;KILOGRAMO; ; ; ; ; ; ;SI;SI;100;LITRO;SI; ; ; ;168;LITRO;AMARILLO;600;LITRO;AMARILLO;300;LITRO;VERDE;10; ;ROSA; ;46181; ; ;TOTAL NACIONAL;1
17017663000993774;PICHINCHA;63;00099;3774;1;ROSA;1;BAJO INVERNADERO;20;9,62;9,3;670000;9200000;BONCHE;534750;16;2;98;1;1;1;1;SI;9,62; ; ; ;100; ; ;SI;SI; ; ;420000;KILOGRAMO; ; ;SI;32831;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;260;LITRO;AMARILLO;192;LITRO;AMARILLO;128;LITRO;AMARILLO; ; ;ROSA; ; ;534750; ;TOTAL NACIONAL;1
17025463000993832;PICHINCHA;63;00099;3832;1;GYSOPHILLA;1;CAMPO ABIERTO;2;33,66;30,4;5972151;61992243;TABACO;143009;350;1;99;1;1;1;1;SI;33,66; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;151268;KILOGRAMO; ; ;50804;KILOGRAMO;SI;SI;364;KILOGRAMO;SI;100;LITRO;AZUL;1326;LITRO;AZUL;552;LITRO;AZUL; ; ; ; ; ;GYSOPHILLA; ;143009; ; ;TOTAL NACIONAL;1
17025463000993832;PICHINCHA;63;00099;3832;2;CLAVEL;2;BAJO INVERNADERO;1;34,99;25,72;6526971;67334317;TABACO;69130;600; ;100;1;1;1;1;SI;34,99; ; ; ;100; ; ;NO; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;104;LITRO;AZUL;1456;LITRO;AZUL;1820;LITRO;AZUL;520;LITRO;AZUL; ; ;CLAVEL; ;69130; ; ;TOTAL NACIONAL;1
17045463000993837;PICHINCHA;63;00099;3837;1;ROSA;1;BAJO INVERNADERO;22;18;14;1407000;18107206;BONCHE;677419;25; ;100;1;1;1;1;SI;18; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;136000;KILOGRAMO;19000;KILOGRAMO; ; ;SI;NO; ; ;SI;107;LITRO;AMARILLO;1043;LITRO;AMARILLO;103;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;677419; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;1;GYSOPHILLA;1;CAMPO ABIERTO;1;13;13;3250000;27000000;FULL TABACO;97200;250; ;100;1;1;1;1;SI;13; ;2; ;98; ; ;SI;SI; ; ;50000;KILOGRAMO; ; ;SI;189800;KILOGRAMO; ; ; ; ; ; ;SI;SI;312;LITRO;SI;842;LITRO;AMARILLO;292,5;LITRO;AZUL;2242;LITRO;AZUL; ; ; ; ; ;GYSOPHILLA;97200; ; ; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;2;CLAVEL;3;CAMPO ABIERTO;1;2;2;66000;1200000;FULL TABACO;4704;250; ;100;1;1;1;1;SI;2; ;2; ;98; ; ;SI;SI; ; ;7692;KILOGRAMO; ; ;SI;29200;KILOGRAMO; ; ; ; ; ; ;SI;SI;48;LITRO;SI;129,6;LITRO;AMARILLO;45;LITRO;AZUL;345;LITRO;AZUL; ; ; ; ; ;CLAVEL;4704; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;1;GYSOPHILLA;1;CAMPO ABIERTO;0;3;3;636000;1908000;FULL TABACO;5597;300; ;100;1;1;1;1;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;677,25;KILOGRAMO;10488,77;KILOGRAMO;756,96;KILOGRAMO;1044,45;KILOGRAMO;SI;NO; ; ;SI;4,56;LITRO;AZUL;19,75;KILOGRAMO;AZUL;138,23;KILOGRAMO;AZUL;14,81;LITRO;AZUL; ; ;GYSOPHILLA;5597; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;2;GYSOPHILLA;2;CAMPO ABIERTO;0;4,5;4,5;954000;2862000;FULL TABACO;8395;300; ;100;1;1;1;1;SI;4,5; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1015,89;KILOGRAMO;15739,13;KILOGRAMO;11354,45;KILOGRAMO;16556,7;KILOGRAMO;SI;NO; ; ;SI;6,84;LITRO;AZUL;29,62;KILOGRAMO;AZUL;207,34;KILOGRAMO;AZUL;22,22;LITRO;AZUL; ; ;GYSOPHILLA;8395; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;3;GYSOPHILLA;3;CAMPO ABIERTO;0;3,25;3,25;889000;2067000;FULL TABACO;6063;300; ;100;1;1;1;1;SI;3,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;733,69;KILOGRAMO;11302,82;KILOGRAMO;820,94;KILOGRAMO;11964,83;KILOGRAMO;SI;NO; ; ;SI;4,99;LITRO;AZUL;21,39;KILOGRAMO;AZUL;149,77;KILOGRAMO;AZUL;16,04;LITRO;AZUL; ; ;GYSOPHILLA;6063; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;4;GYSOPHILLA;4;CAMPO ABIERTO;0;5,05;5,05;1070600;3211800;FULL TABACO;9421;300; ;100;1;1;1;1;SI;5,05; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1140,04;KILOGRAMO;17654,67;KILOGRAMO;1207,21;KILOGRAMO;18591,44;KILOGRAMO;SI;NO; ; ;SI;7,66;LITRO;AZUL;33,21;KILOGRAMO;AZUL;232,66;KILOGRAMO;AZUL;24,93;LITRO;AZUL; ; ;GYSOPHILLA;9421; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;5;HYPERICUM;5;CAMPO ABIERTO;0;1,55;1,55;400000;800000;TABACO;6533;120; ;100;1;1;1;1;SI;1,55; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;349,91;KILOGRAMO;5414,19;KILOGRAMO;391,09;KILOGRAMO;5706,3;KILOGRAMO;SI;NO; ; ;SI;7;LITRO;AZUL;160;KILOGRAMO;AZUL;41,6;LITRO;AZUL; ; ; ; ; ;HYPERICUM; ;6533; ; ;TOTAL NACIONAL;1
17045463000994171;PICHINCHA;63;00099;4171;1;ROSA;1;BAJO INVERNADERO;7;9,83;9,83;682872;6690000;FULL TABACO;13200;500;15;85;1;1;1;1;SI;9,83; ; ; ;100; ; ;SI;SI;10300;KILOGRAMO;7200;KILOGRAMO; ; ;SI;21;TONELADA;52;TONELADA;4,5;TONELADA; ; ;SI;SI;550;LITRO;SI;20;LITRO;AMARILLO;550;KILOGRAMO;AMARILLO;280;LITRO;AMARILLO; ; ; ; ; ;ROSA;13200; ; ; ;TOTAL NACIONAL;1
18085701017040037;TUNGURAHUA;01;01704;0037;1;ASTROMELLAS;1;CAMPO ABIERTO;2;,06;,06;200;144000;FULL TABACO;720;200;100; ;1;1;1;1;SI;,06;100; ; ; ; ; ;SI;SI;4;QUINTAL; ; ; ; ;SI;2;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;VERDE;3;LITRO;NO SABE; ; ; ; ; ; ; ; ;ASTROMELLA;720; ; ; ;TOTAL NACIONAL;135,40208023905
18085701017040038;TUNGURAHUA;01;01704;0038;1;ASTROMELLAS;2;BAJO INVERNADERO;4;,07;,07;400;4800;TABACO;24;200;100; ;1;1;1;1;SI;,07; ;100; ; ; ; ;SI;SI;20;QUINTAL; ; ; ; ;SI; ; ;1,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;4;LITRO;ROJO; ; ; ; ; ; ; ; ;ASTROMELLA; ;24; ; ;TOTAL NACIONAL;92,8471407353489
18016763000993810;TUNGURAHUA;63;00099;3810;1;ROSA;1;BAJO INVERNADERO;0;1,1;0;58000; ; ; ; ; ; ;1;2;2;2;SI;1,1; ; ; ;100; ; ;SI;SI; ; ; ; ;50;LITRO;SI;100;QUINTAL;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;5;LITRO;VERDE;10;LITRO;AZUL; ; ; ; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;1
18085763000993811;TUNGURAHUA;63;00099;3811;1;ROSA;1;BAJO INVERNADERO;4;1,15;1,15;60000;912500;BONCHE;29200;25;20;80;1;1;1;1;SI;1,15; ; ; ;100; ; ;SI;SI; ; ;4;TONELADA;100;LITRO;SI;300;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;12;LITRO;AZUL; ; ; ;20;LITRO;VERDE; ; ;ROSA; ; ;29200; ;TOTAL NACIONAL;1
