Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_dispo_comp;cg_dispo_tlfint;cg_dispo_internet;cg_superficie;cg_unidadmedida;sup_ha;edad_rango;instrucción;grupo1;Productor
01016001085069999; AZUAY;01;08506;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,17;HECTÁREAS;,17; No informa;NINGUNA;Menor a 1 hectárea;2
01016101116839999; AZUAY;01;11683;9999;SI;SI; ;HOMBRE;99;AFROECUATORIANO;NINGUNA;NO;NO;NO;NO;,48;HECTÁREAS;,48; No informa;NINGUNA;Menor a 1 hectárea;2
01016101119019999; AZUAY;01;11901;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,64;HECTÁREAS;,64; No informa;NINGUNA;Menor a 1 hectárea;2
01016101131520002; AZUAY;01;13152;0002;NO; ;99,99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,06;HECTÁREAS;1,06; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016101131520003; AZUAY;01;13152;0003;NO; ;99,99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,42;HECTÁREAS;,42; No informa;NINGUNA;Menor a 1 hectárea;2
01016101135260001; AZUAY;01;13526;0001;NO; ;99,99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;4,12;HECTÁREAS;4,12; No informa;NINGUNA;De 3 hectáreas a menos de 5 hectáreas;2
01016101135260003; AZUAY;01;13526;0003;NO; ;99,99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,4;HECTÁREAS;1,4; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016101135269999; AZUAY;01;13526;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1;HECTÁREAS;1; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016101135399999; AZUAY;01;13539;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,23;HECTÁREAS;,23; No informa;NINGUNA;Menor a 1 hectárea;2
01016101143839999; AZUAY;01;14383;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,1;HECTÁREAS;,1; No informa;NINGUNA;Menor a 1 hectárea;2
01016101147510001; AZUAY;01;14751;0001;SI;NO;99,99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,13;HECTÁREAS;1,13; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016101147519999; AZUAY;01;14751;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1;HECTÁREAS;1; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016101170859999; AZUAY;01;17085;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,15;HECTÁREAS;,15; No informa;NINGUNA;Menor a 1 hectárea;2
01016201054340003; AZUAY;01;05434;0003;NO; ;23;MUJER;70;MESTIZO;SUPERIOR;NO;NO;NO;NO;,7;HECTÁREAS;,7;65 años y más;SUPERIOR;Menor a 1 hectárea;2
01016201054340009; AZUAY;01;05434;0009;SI;SI; ;MUJER;90;MESTIZO;NINGUNA;NO;NO;NO;NO;,05;HECTÁREAS;,05;65 años y más;NINGUNA;Menor a 1 hectárea;2
01016201054340013; AZUAY;01;05434;0013;SI;SI; ;MUJER;24;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,23;HECTÁREAS;,23; entre 15 y 24 años;SECUNDARIA;Menor a 1 hectárea;2
01016201054340015; AZUAY;01;05434;0015;SI;SI; ;MUJER;43;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,4;HECTÁREAS;,4; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
01016201054340016; AZUAY;01;05434;0016;SI;SI; ;HOMBRE;55;MESTIZO;PRIMARIA;NO;NO;SI;SI;,73;HECTÁREAS;,73;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
01016201054349999; AZUAY;01;05434;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,2;HECTÁREAS;,2; No informa;NINGUNA;Menor a 1 hectárea;2
01016301076919999; AZUAY;01;07691;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,4;HECTÁREAS;,4; No informa;NINGUNA;Menor a 1 hectárea;2
01016301080250001; AZUAY;01;08025;0001;NO; ;5;HOMBRE;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;9,03;HECTÁREAS;9,03; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;2
01016301080250002; AZUAY;01;08025;0002;NO; ;12;HOMBRE;49;MESTIZO;PRIMARIA;NO;NO;NO;NO;18,05;HECTÁREAS;18,05; entre 45 y 54años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;2
01016301080259999; AZUAY;01;08025;9999;SI;SI; ;HOMBRE;99;MESTIZO;NINGUNA;NO;NO;NO;NO;,34;HECTÁREAS;,34; No informa;NINGUNA;Menor a 1 hectárea;2
01016401089510001; AZUAY;01;08951;0001;SI;SI; ;MUJER;23;MESTIZO;PRIMARIA;NO;NO;SI;SI;,55;HECTÁREAS;,55; entre 15 y 24 años;PRIMARIA;Menor a 1 hectárea;2
01016401089510004; AZUAY;01;08951;0004;NO; ;99;MUJER;45;MESTIZO;PRIMARIA;NO;NO;NO;NO;5,34;HECTÁREAS;5,34; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;2
01016401089519999; AZUAY;01;08951;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,05;HECTÁREAS;,05; No informa;NINGUNA;Menor a 1 hectárea;2
01016401090550001; AZUAY;01;09055;0001;NO; ;30;HOMBRE;46;MESTIZO;SECUNDARIA;NO;NO;NO;NO;4,84;HECTÁREAS;4,84; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;2
01016401090550005; AZUAY;01;09055;0005;NO; ;35;HOMBRE;64;MESTIZO;PRIMARIA;NO;NO;NO;NO;,58;HECTÁREAS;,58;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
01016401090559999; AZUAY;01;09055;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,55;HECTÁREAS;,55; No informa;NINGUNA;Menor a 1 hectárea;2
01016401102299999; AZUAY;01;10229;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,4;HECTÁREAS;,4; No informa;NINGUNA;Menor a 1 hectárea;2
01016401106140001; AZUAY;01;10614;0001;NO; ;25;MUJER;67;MESTIZO;PRIMARIA;NO;NO;NO;NO;9,02;HECTÁREAS;9,02;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;2
01016401106140002; AZUAY;01;10614;0002;NO; ;30;HOMBRE;68;MESTIZO;PRIMARIA;NO;NO;NO;NO;6,42;HECTÁREAS;6,42;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;2
01016401106149999; AZUAY;01;10614;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,14;HECTÁREAS;,14; No informa;NINGUNA;Menor a 1 hectárea;2
01016401110750001; AZUAY;01;11075;0001;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,08;HECTÁREAS;,08; No informa;NINGUNA;Menor a 1 hectárea;2
01016401110750002; AZUAY;01;11075;0002;NO; ;9,99;HOMBRE;99;OTRO;NINGUNA;SI;NO;NO;NO;,4;HECTÁREAS;,4; No informa;NINGUNA;Menor a 1 hectárea;2
01016401110759999; AZUAY;01;11075;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,04;HECTÁREAS;,04; No informa;NINGUNA;Menor a 1 hectárea;2
01016401112309999; AZUAY;01;11230;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,2;HECTÁREAS;,2; No informa;NINGUNA;Menor a 1 hectárea;2
01016401117609999; AZUAY;01;11760;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,25;HECTÁREAS;,25; No informa;NINGUNA;Menor a 1 hectárea;2
01016464000991172; AZUAY;64;00099;1172;NO; ;999;MUJER;36;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,01;HECTÁREAS;,01; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
01016564000994460; AZUAY;64;00099;4460;NO; ;8;HOMBRE;99;MESTIZO;SUPERIOR;NO;NO;NO;NO;,01;HECTÁREAS;,01; No informa;SUPERIOR;Menor a 1 hectárea;2
01016601049408888; AZUAY;01;04940;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;6,23;HECTÁREAS;6,23; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
01016601049409999; AZUAY;01;04940;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,12;HECTÁREAS;,12; No informa;NINGUNA;Menor a 1 hectárea;2
01016701057669999; AZUAY;01;05766;9999;SI;SI; ;MUJER;99;MESTIZO;NINGUNA;NO;NO;NO;NO;1,56;HECTÁREAS;1,56; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01016801108590003; AZUAY;01;10859;0003;NO; ;477;HOMBRE;49;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;,76;HECTÁREAS;,76; entre 45 y 54años;SECUNDARIA;Menor a 1 hectárea;2
01016801108590006; AZUAY;01;10859;0006;NO; ;5;HOMBRE;65;MESTIZO;SECUNDARIA;NO;NO;SI;NO;1,5;HECTÁREAS;1,5;65 años y más;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;2
01016801108599999; AZUAY;01;10859;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,57;HECTÁREAS;,57; No informa;NINGUNA;Menor a 1 hectárea;2
01016801111160003; AZUAY;01;11116;0003;NO; ;450;MUJER;60;MESTIZO;SECUNDARIA;NO;NO;NO;NO;6;HECTÁREAS;6;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;2
01016801111169999; AZUAY;01;11116;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,14;HECTÁREAS;,14; No informa;NINGUNA;Menor a 1 hectárea;2
01016801114279999; AZUAY;01;11427;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,02;HECTÁREAS;,02; No informa;NINGUNA;Menor a 1 hectárea;2
01016801115998888; AZUAY;01;11599;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;27;HECTÁREAS;27; No informa;NINGUNA;De 20 hectáreas a menos de 50 hectáreas;2
01016801115999999; AZUAY;01;11599;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,3;HECTÁREAS;,3; No informa;NINGUNA;Menor a 1 hectárea;2
01016801116599999; AZUAY;01;11659;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,99;HECTÁREAS;,99; No informa;NINGUNA;Menor a 1 hectárea;2
01016801120889999; AZUAY;01;12088;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,01;HECTÁREAS;,01; No informa;NINGUNA;Menor a 1 hectárea;2
01016801120929999; AZUAY;01;12092;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,24;HECTÁREAS;,24; No informa;NINGUNA;Menor a 1 hectárea;2
01016801122510004; AZUAY;01;12251;0004;SI;SI; ;HOMBRE;30;MESTIZO;SECUNDARIA;NO;NO;SI;NO;,17;HECTÁREAS;,17;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
01016801122510011; AZUAY;01;12251;0011;SI;SI; ;MUJER;47;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,03;HECTÁREAS;,03; entre 45 y 54años;SECUNDARIA;Menor a 1 hectárea;2
01016801122510018; AZUAY;01;12251;0018;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;3;HECTÁREAS;3; No informa;NINGUNA;De 3 hectáreas a menos de 5 hectáreas;2
01016801122519999; AZUAY;01;12251;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,78;HECTÁREAS;,78; No informa;NINGUNA;Menor a 1 hectárea;2
01016801123179999; AZUAY;01;12317;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,22;HECTÁREAS;,22; No informa;NINGUNA;Menor a 1 hectárea;2
01016801132739999; AZUAY;01;13273;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,29;HECTÁREAS;,29; No informa;NINGUNA;Menor a 1 hectárea;2
01016801134220005; AZUAY;01;13422;0005;SI;SI; ;MUJER;38;MESTIZO;SUPERIOR;NO;NO;SI;SI;,04;HECTÁREAS;,04; entre 35 y 44años;SUPERIOR;Menor a 1 hectárea;2
01016801134229999; AZUAY;01;13422;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,34;HECTÁREAS;,34; No informa;NINGUNA;Menor a 1 hectárea;2
01016801140890003; AZUAY;01;14089;0003;SI;SI; ;MUJER;49;MESTIZO;SUPERIOR;NO;SI;SI;SI;,08;HECTÁREAS;,08; entre 45 y 54años;SUPERIOR;Menor a 1 hectárea;2
01016801140890005; AZUAY;01;14089;0005;SI;SI; ;MUJER;42;MESTIZO;SUPERIOR;NO;SI;SI;SI;,22;HECTÁREAS;,22; entre 35 y 44años;SUPERIOR;Menor a 1 hectárea;2
01016801140890006; AZUAY;01;14089;0006;SI;SI; ;HOMBRE;99;OTRO;SECUNDARIA;NO;NO;NO;NO;1,04;HECTÁREAS;1,04; No informa;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;2
01016801140898888; AZUAY;01;14089;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,35;HECTÁREAS;,35; No informa;NINGUNA;Menor a 1 hectárea;2
01016801140899999; AZUAY;01;14089;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,26;HECTÁREAS;,26; No informa;NINGUNA;Menor a 1 hectárea;2
01016804000948888; AZUAY;04;00094;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;258;HECTÁREAS;258; No informa;NINGUNA;Mayor a 200 hectáreas;2
01016804000949999; AZUAY;04;00094;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;16;HECTÁREAS;16; No informa;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;2
01016901098590001; AZUAY;01;09859;0001;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;2;HECTÁREAS;2; No informa;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;2
01016901098590004; AZUAY;01;09859;0004;SI;SI; ;MUJER;29;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,18;HECTÁREAS;,18;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
01016901098590010; AZUAY;01;09859;0010;NO; ;,5;MUJER;45;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,58;HECTÁREAS;,58; entre 45 y 54años;SECUNDARIA;Menor a 1 hectárea;2
01016901098590014; AZUAY;01;09859;0014;SI;SI; ;HOMBRE;53;MESTIZO;PRIMARIA;NO;SI;SI;SI;,75;HECTÁREAS;,75; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
01016901098599999; AZUAY;01;09859;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,7;HECTÁREAS;,7; No informa;NINGUNA;Menor a 1 hectárea;2
01016901101040003; AZUAY;01;10104;0003;SI;SI; ;HOMBRE;68;MESTIZO;SECUNDARIA;SI;NO;NO;SI;,04;HECTÁREAS;,04;65 años y más;SECUNDARIA;Menor a 1 hectárea;2
01016901101040009; AZUAY;01;10104;0009;NO; ;999;HOMBRE;99;MESTIZO;NINGUNA;NO;NO;NO;NO;,07;HECTÁREAS;,07; No informa;NINGUNA;Menor a 1 hectárea;2
01016901101040013; AZUAY;01;10104;0013;SI;SI; ;HOMBRE;43;MESTIZO;PRIMARIA;NO;NO;SI;SI;,18;HECTÁREAS;,18; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
01016901101040019; AZUAY;01;10104;0019;SI;SI; ;HOMBRE;33;MESTIZO;EDUCACIÓN BÁSICA;NO;NO;SI;SI;,05;HECTÁREAS;,05;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;2
01016901101040020; AZUAY;01;10104;0020;SI;SI; ;MUJER;35;MESTIZO;EDUCACIÓN BÁSICA;NO;NO;NO;NO;,06;HECTÁREAS;,06; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
01016901101049999; AZUAY;01;10104;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,46;HECTÁREAS;,46; No informa;NINGUNA;Menor a 1 hectárea;2
01017001089340008; AZUAY;01;08934;0008;SI;SI; ;HOMBRE;48;INDÍGENA;PRIMARIA;NO;NO;SI;SI;,63;HECTÁREAS;,63; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
01017001089340010; AZUAY;01;08934;0010;SI;SI; ;HOMBRE;59;MESTIZO;PRIMARIA;NO;NO;SI;SI;1,85;HECTÁREAS;1,85;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
01017001089340011; AZUAY;01;08934;0011;SI;SI; ;MUJER;61;MESTIZO;PRIMARIA;NO;NO;SI;SI;,21;HECTÁREAS;,21;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
01017001089349999; AZUAY;01;08934;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,61;HECTÁREAS;,61; No informa;NINGUNA;Menor a 1 hectárea;2
01017001100940008; AZUAY;01;10094;0008;SI;SI; ;HOMBRE;34;MESTIZO;SUPERIOR;NO;SI;SI;SI;,4;HECTÁREAS;,4;entre 25 y 34 años;SUPERIOR;Menor a 1 hectárea;2
01017001100940009; AZUAY;01;10094;0009;SI;SI; ;HOMBRE;38;MESTIZO;SUPERIOR;NO;SI;SI;SI;,09;HECTÁREAS;,09; entre 35 y 44años;SUPERIOR;Menor a 1 hectárea;2
01017001100940015; AZUAY;01;10094;0015;SI;SI; ;MUJER;73;MESTIZO;NINGUNA;SI;NO;NO;SI;,31;HECTÁREAS;,31;65 años y más;NINGUNA;Menor a 1 hectárea;2
01017001100949999; AZUAY;01;10094;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,67;HECTÁREAS;,67; No informa;NINGUNA;Menor a 1 hectárea;2
01017001102250005; AZUAY;01;10225;0005;NO; ;4;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,55;HECTÁREAS;,55; No informa;NINGUNA;Menor a 1 hectárea;2
01017001102250006; AZUAY;01;10225;0006;NO; ;2;MUJER;99;MESTIZO;NINGUNA;NO;NO;NO;NO;3,27;HECTÁREAS;3,27; No informa;NINGUNA;De 3 hectáreas a menos de 5 hectáreas;2
01017001102259999; AZUAY;01;10225;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,78;HECTÁREAS;,78; No informa;NINGUNA;Menor a 1 hectárea;2
01017001110919999; AZUAY;01;11091;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,18;HECTÁREAS;,18; No informa;NINGUNA;Menor a 1 hectárea;2
01017101136619999; AZUAY;01;13661;9999;SI;SI; ;HOMBRE;99;OTRO;NO INFORMA;NO;NO;NO;NO;,13;HECTÁREAS;,13; No informa;NO INFORMA;Menor a 1 hectárea;2
01017101140848888; AZUAY;01;14084;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,06;HECTÁREAS;,06; No informa;NINGUNA;Menor a 1 hectárea;2
01017101140849999; AZUAY;01;14084;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,09;HECTÁREAS;,09; No informa;NINGUNA;Menor a 1 hectárea;2
01017101149390007; AZUAY;01;14939;0007;NO; ;4;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,15;HECTÁREAS;1,15; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01017101149399999; AZUAY;01;14939;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,12;HECTÁREAS;,12; No informa;NINGUNA;Menor a 1 hectárea;2
01017101153080003; AZUAY;01;15308;0003;NO; ;2,7;HOMBRE;62;MESTIZO;SECUNDARIA;NO;NO;NO;NO;6,52;HECTÁREAS;6,52;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;2
01017101153089999; AZUAY;01;15308;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,4;HECTÁREAS;,4; No informa;NINGUNA;Menor a 1 hectárea;2
01017101158009999; AZUAY;01;15800;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,78;HECTÁREAS;,78; No informa;NINGUNA;Menor a 1 hectárea;2
01017103006540011; AZUAY;03;00654;0011;NO; ;21;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;56,06;HECTÁREAS;56,06; No informa;NINGUNA;De 50 hectáreas a menos de 100 hectáreas;2
01017103006540016; AZUAY;03;00654;0016;SI;SI; ;HOMBRE;68;MESTIZO;NINGUNA;NO;NO;NO;NO;,28;HECTÁREAS;,28;65 años y más;NINGUNA;Menor a 1 hectárea;2
01017103006549999; AZUAY;03;00654;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,65;HECTÁREAS;,65; No informa;NINGUNA;Menor a 1 hectárea;2
01025001167558888; AZUAY;01;16755;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;2,97;HECTÁREAS;2,97; No informa;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;2
01025001167559999; AZUAY;01;16755;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,42;HECTÁREAS;,42; No informa;NINGUNA;Menor a 1 hectárea;2
01025001168938888; AZUAY;01;16893;8888;SI;SI; ;HOMBRE;80;OTRO;NINGUNA;NO;NO;NO;NO;2,5;HECTÁREAS;2,5;65 años y más;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;2
01025001168939999; AZUAY;01;16893;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,5;HECTÁREAS;,5; No informa;NINGUNA;Menor a 1 hectárea;2
01025001175209999; AZUAY;01;17520;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,26;HECTÁREAS;,26; No informa;NINGUNA;Menor a 1 hectárea;2
01025001177328888; AZUAY;01;17732;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;6,07;HECTÁREAS;6,07; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
01025001177329999; AZUAY;01;17732;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,02;HECTÁREAS;,02; No informa;NINGUNA;Menor a 1 hectárea;2
01025001177438888; AZUAY;01;17743;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;2,16;HECTÁREAS;2,16; No informa;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;2
01025001177439999; AZUAY;01;17743;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,02;HECTÁREAS;,02; No informa;NINGUNA;Menor a 1 hectárea;2
01025001179599999; AZUAY;01;17959;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,36;HECTÁREAS;,36; No informa;NINGUNA;Menor a 1 hectárea;2
01025001180708888; AZUAY;01;18070;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,13;HECTÁREAS;,13; No informa;NINGUNA;Menor a 1 hectárea;2
01025001180709999; AZUAY;01;18070;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,23;HECTÁREAS;,23; No informa;NINGUNA;Menor a 1 hectárea;2
01025001181748888; AZUAY;01;18174;8888;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;5,55;HECTÁREAS;5,55; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
01025001181749999; AZUAY;01;18174;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,53;HECTÁREAS;,53; No informa;NINGUNA;Menor a 1 hectárea;2
01025001189547777; AZUAY;01;18954;7777;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;9;HECTÁREAS;9; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
01025001192489999; AZUAY;01;19248;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,5;HECTÁREAS;,5; No informa;NINGUNA;Menor a 1 hectárea;2
01025001193939999; AZUAY;01;19393;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,33;HECTÁREAS;1,33; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
01025001194829999; AZUAY;01;19482;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,4;HECTÁREAS;,4; No informa;NINGUNA;Menor a 1 hectárea;2
01025001196669999; AZUAY;01;19666;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,32;HECTÁREAS;,32; No informa;NINGUNA;Menor a 1 hectárea;2
01025001197500001; AZUAY;01;19750;0001;NO; ;99;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;14;HECTÁREAS;14; No informa;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;2
01025001203919999; AZUAY;01;20391;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,07;HECTÁREAS;,07; No informa;NINGUNA;Menor a 1 hectárea;2
01025001204139999; AZUAY;01;20413;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,16;HECTÁREAS;,16; No informa;NINGUNA;Menor a 1 hectárea;2
01025001204169999; AZUAY;01;20416;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,26;HECTÁREAS;,26; No informa;NINGUNA;Menor a 1 hectárea;2
01025001206979999; AZUAY;01;20697;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,35;HECTÁREAS;,35; No informa;NINGUNA;Menor a 1 hectárea;2
01025001207199999; AZUAY;01;20719;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,06;HECTÁREAS;,06; No informa;NINGUNA;Menor a 1 hectárea;2
