Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k409ha;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;pc_nclavr;pc_trs;pc_trc;pc_tro;pc_znd;pc_tn;Brachiaria;Gramalote;Pasto_miel;Saboya;Otros_pastos;Pasto_mixto;Total;fact_exp_fin
03015701051750001;CAÑAR;01;05175;0001;1;KIKUYO;1;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5; ;5;60,1772630507109
03015701053480001;CAÑAR;01;05348;0001;1;PASTO MIXTO;2;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4;4;23,2291652222814
03015701053480002;CAÑAR;01;05348;0002;1;PASTO MIXTO;2;1;2;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ; ; ;20;QUINTAL; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2;2;33,6404315307374
03015701053480003;CAÑAR;01;05348;0003;1;PASTO MIXTO;2;1;2,84;2; ;NO; ; ; ; ; ; ; ;SI;SI;15;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,84;2,84;37,8188749671645
03015701053480004;CAÑAR;01;05348;0004;1;PASTO MIXTO;3;1;4;2; ;NO; ; ; ; ; ; ; ;SI;SI;16;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4;4;33,7633024942519
03015701053480004;CAÑAR;01;05348;0004;2;PASTO MIXTO;4;1;3;2; ;NO; ; ; ; ; ; ; ;SI;SI;16;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;1,65793886768804
03015701055550001;CAÑAR;01;05555;0001;1;PASTO MIXTO;1;1;6;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;13;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;6;6;27,0993275264004
03015701055550002;CAÑAR;01;05555;0002;1;KIKUYO;3;1;5,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,5; ;5,5;52,194989562925
03015701061010001;CAÑAR;01;06101;0001;1;PASTO MIXTO;1;1;5;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;52,9898232090872
03015701061010002;CAÑAR;01;06101;0002;1;PASTO MIXTO;2;1;5;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;6;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;37,9491066513101
03015801085720002;CAÑAR;01;08572;0002;1;PASTO MIXTO;6;1;,1;2; ;NO; ; ; ; ; ; ; ;SI;SI;3;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1;,1;88,2705001887666
03015801085720003;CAÑAR;01;08572;0003;1;ALFALFA;8;1;,02;2; ;NO; ; ; ; ; ; ; ;SI;SI;1;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,02; ;,02;91,0883409520309
03015801085720005;CAÑAR;01;08572;0005;1;PASTO MIXTO;6;1;,35;2; ;NO; ; ; ; ; ; ; ;SI;SI;3;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,35;,35;47,2760659617426
03015801085720005;CAÑAR;01;08572;0005;2;PASTO MIXTO;7;1;,25;2; ;NO; ; ; ; ; ; ; ;SI;SI;3;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,25;,25;35,4916873810215
03015801090330005;CAÑAR;01;09033;0005;1;ALFALFA;2;1;,04;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,04; ;,04;38,6633965192073
03015801090330005;CAÑAR;01;09033;0005;2;ALFALFA;10;1;,03;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,03; ;,03;46,9640127210711
03016001067600004;CAÑAR;01;06760;0004;1;PASTO MIXTO;2;1;5,15;2; ;NO; ; ; ; ; ; ; ;SI;SI;300;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5,15;5,15;59,7272174877717
03016001068690002;CAÑAR;01;06869;0002;2;PASTO MIXTO;5;1;1,8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,8;1,8;38,8863845641039
03016001068690003;CAÑAR;01;06869;0003;1;PASTO MIXTO;3;1;,9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,9;,9;75,4609747035659
03016001068690004;CAÑAR;01;06869;0004;1;PASTO MIXTO;1;1;5,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5,5;5,5;31,9643226538994
03016001068690006;CAÑAR;01;06869;0006;1;PASTO MIXTO;3;1;2,5;2; ;SI;2,5; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;68,240894856401
03016001069570001;CAÑAR;01;06957;0001;1;PASTO MIXTO;1;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,5;1,5;55,0592978905729
03016001069570002;CAÑAR;01;06957;0002;1;PASTO MIXTO;2;1;3,5;2; ;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,5;3,5;39,9552969355876
03016001069570003;CAÑAR;01;06957;0003;1;PASTO MIXTO;1;1;2;2; ;NO; ; ; ; ; ; ; ;SI;SI;28;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2;2;57,7985012371879
03016001069570005;CAÑAR;01;06957;0005;1;PASTO MIXTO;2;1;,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,75;,75;22,5514635968529
03016001070310001;CAÑAR;01;07031;0001;1;PASTO MIXTO;2;1;5;2; ;NO; ; ; ; ; ; ; ;SI;SI;12;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;46,4288414133193
03016001070310001;CAÑAR;01;07031;0001;2;PASTO MIXTO;3;1;5;2; ;NO; ; ; ; ; ; ; ;SI;SI;9;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;20,410341491309
03025001064330001;CAÑAR;01;06433;0001;1;PASTO MIXTO;1;1;2,99;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1;QUINTAL;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,99;2,99;15,0086128543468
03025001064330002;CAÑAR;01;06433;0002;1;PASTO MIXTO;1;1;6,26;2; ;NO; ; ; ; ; ; ; ;SI;SI;10000;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;6,26;6,26;49,5241952111112
03025001064330003;CAÑAR;01;06433;0003;1;PASTO MIXTO;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;43,4449883260178
03025001064330004;CAÑAR;01;06433;0004;1;PASTO MIXTO;1;1;3,04;2; ;NO; ; ; ; ; ; ; ;SI;SI;200;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,04;3,04;,0776027137985874
03025001064330005;CAÑAR;01;06433;0005;1;PASTO MIXTO;1;1;2,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;10,3093653227147
03025001064330005;CAÑAR;01;06433;0005;2;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;8,07562581533952
03025001064330006;CAÑAR;01;06433;0006;1;PASTO MIXTO;1;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,5;1,5;21,0005589907152
03025001064330006;CAÑAR;01;06433;0006;2;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;,86938032851099
03025001072200001;CAÑAR;01;07220;0001;1;PASTO MIXTO;3;1;5;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;12;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;3; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;50,4883077093251
03025001072200002;CAÑAR;01;07220;0002;1;PASTO MIXTO;1;1;3;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;38,7631415498053
03025001072200004;CAÑAR;01;07220;0004;1;PASTO MIXTO;1;1;4;2; ;NO; ; ; ; ; ; ; ;SI;SI;10;KILOGRAMO; ; ; ; ;SI; ; ;,5;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4;4;12,2398305075848
03025001072200005;CAÑAR;01;07220;0005;1;PASTO MIXTO;1;1;,32;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,32;,32;17,5453755022177
03025001073470001;CAÑAR;01;07347;0001;1;PASTO MIXTO;2;1;,92;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,92;,92;41,7801481448425
03025001073470003;CAÑAR;01;07347;0003;1;PASTO MIXTO;1;1;2,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;38,0332833573207
03025001073470004;CAÑAR;01;07347;0004;1;PASTO MIXTO;1;1;,6;2; ;NO; ; ; ; ; ; ; ;SI;SI;600;LIBRA; ; ; ; ;SI; ; ;150;KILOGRAMO; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,6;,6;59,8222660695677
03025001073470005;CAÑAR;01;07347;0005;1;PASTO MIXTO;2;1;1,55;2; ;NO; ; ; ; ; ; ; ;SI;SI;100;KILOGRAMO; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,55;1,55;57,8996320251406
03025001073470005;CAÑAR;01;07347;0005;2;PASTO MIXTO;3;1;1;2; ;NO; ; ; ; ; ; ; ;SI;SI;100;KILOGRAMO; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1;1;8,14053454689753
03025001073470006;CAÑAR;01;07347;0006;1;PASTO MIXTO;3;1;1,51;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;20;LIBRA;25;LIBRA; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,51;1,51;38,3024965818656
03025001073470007;CAÑAR;01;07347;0007;1;PASTO MIXTO;1;1;,58;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,58;,58;78,3801896534912
03025001073470008;CAÑAR;01;07347;0008;1;KIKUYO;2;1;,73;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,73; ;,73;34,2399882749932
03025001073470008;CAÑAR;01;07347;0008;2;RAIGRAS;3;1;,37;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,37; ;,37;6,35994788692891
03025001073470009;CAÑAR;01;07347;0009;1;PASTO MIXTO;1;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1;1;19,1416544043128
03025001073470012;CAÑAR;01;07347;0012;1;PASTO MIXTO;1;1;,38;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,38;,38;72,3757885356268
03025001073470013;CAÑAR;01;07347;0013;1;PASTO MIXTO;2;1;,17;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,17;,17;67,8269736411889
03025061000992640;CAÑAR;61;00099;2640;1;KIKUYO;1;1;2,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0;0;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,98; ;2,98;1
03025101076380001;CAÑAR;01;07638;0001;1;PASTO MIXTO;1;1;2;2; ;NO; ; ; ; ; ; ; ;SI;SI;750;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2;2;33,8828968987393
03025101076380002;CAÑAR;01;07638;0002;1;KIKUYO;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4; ;4;18,5584303292195
03025101076380002;CAÑAR;01;07638;0002;2;KIKUYO;6;1;35,94;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,94; ;35,94;6,80583429291726
03025101076380003;CAÑAR;01;07638;0003;1;PASTO MIXTO;1;1;,93;2; ;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI;1;QUINTAL;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,93;,93;54,1794889440833
03025101076380004;CAÑAR;01;07638;0004;1;PASTO MIXTO;1;1;2,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;47,0697363590106
03025101077310001;CAÑAR;01;07731;0001;1;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;SI;SI;360;QUINTAL; ; ; ; ;SI;1800;KILOGRAMO; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;,137615479136162
03025101077310002;CAÑAR;01;07731;0002;1;KIKUYO;1;1;35,99;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,99; ;35,99;15,5408496536744
03025401069870001;CAÑAR;01;06987;0001;1;PASTO MIXTO;1;1;5;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;12;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;12,9240594263018
03025401069870002;CAÑAR;01;06987;0002;1;PASTO MIXTO;1;1;7;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;15;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;7;7;74,1185736710703
03025401069900001;CAÑAR;01;06990;0001;1;PASTO MIXTO;1;1;3,5;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,5;3,5;74,6250360806802
03025401069900002;CAÑAR;01;06990;0002;1;PASTO MIXTO;1;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;46,4786451105305
03025401069900003;CAÑAR;01;06990;0003;1;PASTO MIXTO;1;1;15;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;3000;KILOGRAMO; ; ;3000;KILOGRAMO; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;15;15;1,49716903809405
03025401069900004;CAÑAR;01;06990;0004;1;PASTO MIXTO;1;1;,99;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,99;,99;10,7100454662006
03025401069900005;CAÑAR;01;06990;0005;1;RAIGRAS;1;1;1,99;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;4;QUINTAL;2;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,99; ;1,99;23,0577550828285
03025401073130001;CAÑAR;01;07313;0001;1;PASTO MIXTO;3;1;,94;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,94;,94;71,8782962515919
